year,league_type,league_name,gender,gender_label,level,area_name,flight,team_name,players_count_reported,top_six_reported,team_rating_reported,court_rating_reported,team_url,league_url,leaguefind_url
2026,3,Adult 55+,M,Men,3.5,South East (Wilm),Adult 55 & Over 3.5 Men,Johnson /Consoletti,12,3.24,3.13,3.14,https://www.tennisrecord.com/adult/teamprofile.aspx?teamname=Johnson %2fConsoletti&year=2026,https://www.tennisrecord.com/adult/league.aspx?flightname=MEN 3.5&year=2026&s=48,https://www.tennisrecord.com/adult/league/leaguefind.aspx?year=2026&lt=3&sectionname=Southern&districtname=North+Carolina&areaname=South+East+%28Wilm%29&gender=M
2026,3,Adult 55+,M,Men,3.5,South East (Wilm),Adult 55 & Over 3.5 Men,Kon/Nguyen,13,3.42,3.31,3.34,https://www.tennisrecord.com/adult/teamprofile.aspx?teamname=Kon%2fNguyen&year=2026,https://www.tennisrecord.com/adult/league.aspx?flightname=MEN 3.5&year=2026&s=48,https://www.tennisrecord.com/adult/league/leaguefind.aspx?year=2026&lt=3&sectionname=Southern&districtname=North+Carolina&areaname=South+East+%28Wilm%29&gender=M
2026,3,Adult 55+,M,Men,3.5,South East (Wilm),Adult 55 & Over 3.5 Men,Kysely Spring 26,11,3.28,3.16,3.19,https://www.tennisrecord.com/adult/teamprofile.aspx?teamname=Kysely Spring 26&year=2026,https://www.tennisrecord.com/adult/league.aspx?flightname=MEN 3.5&year=2026&s=48,https://www.tennisrecord.com/adult/league/leaguefind.aspx?year=2026&lt=3&sectionname=Southern&districtname=North+Carolina&areaname=South+East+%28Wilm%29&gender=M
2026,3,Adult 55+,M,Men,3.5,South East (Wilm),Adult 55 & Over 3.5 Men,MEISSNER/WILSON DAY,16,3.53,3.37,3.46,https://www.tennisrecord.com/adult/teamprofile.aspx?teamname=MEISSNER%2fWILSON DAY&year=2026,https://www.tennisrecord.com/adult/league.aspx?flightname=MEN 3.5&year=2026&s=48,https://www.tennisrecord.com/adult/league/leaguefind.aspx?year=2026&lt=3&sectionname=Southern&districtname=North+Carolina&areaname=South+East+%28Wilm%29&gender=M
2026,3,Adult 55+,M,Men,3.5,South East (Wilm),Adult 55 & Over 3.5 Men,Melcher/Poole BF,11,3.33,3.19,3.24,https://www.tennisrecord.com/adult/teamprofile.aspx?teamname=Melcher%2fPoole BF&year=2026,https://www.tennisrecord.com/adult/league.aspx?flightname=MEN 3.5&year=2026&s=48,https://www.tennisrecord.com/adult/league/leaguefind.aspx?year=2026&lt=3&sectionname=Southern&districtname=North+Carolina&areaname=South+East+%28Wilm%29&gender=M
2026,3,Adult 55+,M,Men,3.5,South East (Wilm),Adult 55 & Over 3.5 Men,O'Connor / Baxter,14,3.45,3.27,3.28,https://www.tennisrecord.com/adult/teamprofile.aspx?teamname=O%27Connor %2f Baxter&year=2026,https://www.tennisrecord.com/adult/league.aspx?flightname=MEN 3.5&year=2026&s=48,https://www.tennisrecord.com/adult/league/leaguefind.aspx?year=2026&lt=3&sectionname=Southern&districtname=North+Carolina&areaname=South+East+%28Wilm%29&gender=M
2026,3,Adult 55+,M,Men,3.5,South East (Wilm),Adult 55 & Over 3.5 Men,Richez CP,14,3.47,3.31,3.35,https://www.tennisrecord.com/adult/teamprofile.aspx?teamname=Richez CP&year=2026,https://www.tennisrecord.com/adult/league.aspx?flightname=MEN 3.5&year=2026&s=48,https://www.tennisrecord.com/adult/league/leaguefind.aspx?year=2026&lt=3&sectionname=Southern&districtname=North+Carolina&areaname=South+East+%28Wilm%29&gender=M
2026,3,Adult 55+,M,Men,3.5,South East (Wilm),Adult 55 & Over 3.5 Men,Scordato 55+,12,3.36,3.21,3.27,https://www.tennisrecord.com/adult/teamprofile.aspx?teamname=Scordato 55%2b&year=2026,https://www.tennisrecord.com/adult/league.aspx?flightname=MEN 3.5&year=2026&s=48,https://www.tennisrecord.com/adult/league/leaguefind.aspx?year=2026&lt=3&sectionname=Southern&districtname=North+Carolina&areaname=South+East+%28Wilm%29&gender=M
2026,3,Adult 55+,M,Men,3.5,Western NC (Mtn),Adult 55 & Over 3.5 Men,WNCA Seres (Peachtree),8,3.44,3.37,3.37,https://www.tennisrecord.com/adult/teamprofile.aspx?teamname=WNCA Seres (Peachtree)&year=2026,https://www.tennisrecord.com/adult/league.aspx?flightname=55%2b Adult Men 3.5 Sun&year=2026,https://www.tennisrecord.com/adult/league/leaguefind.aspx?year=2026&lt=3&sectionname=Southern&districtname=North+Carolina&areaname=Western+NC+%28Mtn%29&gender=M
2026,3,Adult 55+,M,Men,3.5,Western NC (Mtn),Adult 55 & Over 3.5 Men,WNCC Winn (HRC),10,3.38,3.32,3.32,https://www.tennisrecord.com/adult/teamprofile.aspx?teamname=WNCC Winn (HRC)&year=2026,https://www.tennisrecord.com/adult/league.aspx?flightname=55%2b Adult Men 3.5 Sun&year=2026,https://www.tennisrecord.com/adult/league/leaguefind.aspx?year=2026&lt=3&sectionname=Southern&districtname=North+Carolina&areaname=Western+NC+%28Mtn%29&gender=M
2026,3,Adult 55+,M,Men,3.5,Western NC (Mtn),Adult 55 & Over 3.5 Men,WNCG Handrahan (Connestee Falls),10,3.45,3.26,3.27,https://www.tennisrecord.com/adult/teamprofile.aspx?teamname=WNCG Handrahan (Connestee Falls)&year=2026,https://www.tennisrecord.com/adult/league.aspx?flightname=55%2b Adult Men 3.5 Sun&year=2026,https://www.tennisrecord.com/adult/league/leaguefind.aspx?year=2026&lt=3&sectionname=Southern&districtname=North+Carolina&areaname=Western+NC+%28Mtn%29&gender=M
2026,3,Adult 55+,M,Men,3.5,Western NC (Mtn),Adult 55 & Over 3.5 Men,WNCJ Carrington (HRC),12,3.43,3.24,3.29,https://www.tennisrecord.com/adult/teamprofile.aspx?teamname=WNCJ Carrington (HRC)&year=2026&s=2,https://www.tennisrecord.com/adult/league.aspx?flightname=55%2b Adult Men 3.5 Sun&year=2026,https://www.tennisrecord.com/adult/league/leaguefind.aspx?year=2026&lt=3&sectionname=Southern&districtname=North+Carolina&areaname=Western+NC+%28Mtn%29&gender=M
2026,3,Adult 55+,M,Men,3.5,Western NC (Mtn),Adult 55 & Over 3.5 Men,WNCK Brownfield (ARC South),13,3.51,3.38,3.4,https://www.tennisrecord.com/adult/teamprofile.aspx?teamname=WNCK Brownfield (ARC South)&year=2026,https://www.tennisrecord.com/adult/league.aspx?flightname=55%2b Adult Men 3.5 Sun&year=2026,https://www.tennisrecord.com/adult/league/leaguefind.aspx?year=2026&lt=3&sectionname=Southern&districtname=North+Carolina&areaname=Western+NC+%28Mtn%29&gender=M
